Unnamed: 0,Title,RDC,Start Year,End Year,PI,Abstract,FSRDC Evidence,# of Papers,# of FSRDC-Relevant Papers,Has FSRDC Evidence?,doi,openalex_id,publication_year,host_organization_name,is_published,type_crossref,author,cited_by_count,primary_topic,field,updated_date,orcid_id,author_affiliation,author_address_locality,author_address_region,author_address_country,Data_Source,Agency,Keywords,Record_ID
81,the role of firm size and age on employment and hours adjustments,Minnesota,2015,2019.0,Lawrence F Warren,"This project will examine and compare the establishment-level responses of labor demand to productivity and business cycle fluctuations using the Annual Survey of Manufactures (ASM), Census of Manufactures (CM), and the Quarterly Survey of Plant Capacity Utilization (QPC). The growth rates of production hours per worker, revenue, and employment by establishment size and age classification will be calculated for both the QPC and ASM/CM. The research will document the correlation of these establishment-class growth rates in hours, productivity, and employment with aggregate and regional business conditions. Using multiple econometric techniques, the project will document the differences in volatility, correlation, and magnitudes of the hours and employment adjustments of establishments by age and size categories. The study will also provide estimates for the revenue productivity of establishments in the ASM/CM data, controlling for the endogeneity of productivity and intermediate input demand. In addition, this project will examine the quality of voluntary responses in the QPC relative to the mandatory ASM/CM in several ways. ",True,,,,https://doi.org/10.1093/esr/jcp020,https://openalex.org/W2133084392,2009.0,Oxford University Press,False,journal-article,Paolo Barbieri,250.0,Employment and Welfare Studies,Health Professions,2025-03-19T04:32:52.329687,0000-0003-3300-6364,,,,,Step 2 Enriched Scraping + API,,,Step 2 Original_81
82,the human factor in corporate restructuring decisions,UCLA,2009,2013.0,Liu A Yang,"This study analyzes the link between the characteristics of firms’ labor forces (the human factor) and corporate restructuring decisions, such as plant closure and acquisitions. Specifically, it will analyze whether the labor composition and the wage structure of a plant or firm affects its probability of being shut down or of becoming a takeover target, and how factors such as experience, human capital, and wages explain the cross-sectional differences in worker retention decisions and firm performance following an acquisition or plant closure. The project uses employee information from the Longitudinal Employer Household Dynamics (LEHD) Program, firm-level information from the Longitudinal Business Database (LBD), financial data from Compustat and information on corporate restructuring from the SDC Platinum Mergers and Acquisitions database. Additional data on manufacturing industries includes plant-level information from the Annual Survey of Manufactures and the Census of Manufactures to construct sharper estimates of changes in plant-level productivity around restructuring events. The project will evaluate the consistency of various databases maintained by the U.S. Census Bureau and analyze the implications of any inconsistencies on census published statistics. Accurate information on corporate restructuring is especially important for time series and worker statistics, such as those produced by the LEHD program. Moreover, since the SDC data documents the time when restructuring becomes effective in the legal sense and census databases record the time when real changes are made (in terms of labor and capital), comparing these two sources will provide valuable information on the length of the integration process. Statistics on the changes in workforce composition and the change in the wage distribution after restructuring will be produced. Econometric models will estimate the effects of employee characteristics and the wage distribution on the likelihood of plant closure or takeover.",True,,,,https://doi.org/10.1002/smj.4250171110,https://openalex.org/W2160449301,1996.0,Wiley,False,journal-article,Robert M. Grant,14776.0,Innovation and Knowledge Management,"Business, Management and Accounting",2025-03-26T17:25:48.382633,0000-0001-6634-2095,,,,,Step 2 Enriched Scraping + API,,,Step 2 Original_82
87,understanding informational barriers to trade using the scope of exported products and u.s. state exporting promotion programs,Seattle,2014,2017.0,Andrew J Cassey,"The purpose of this research is to increase the knowledge base of the Census Bureau with respect to the impact of informational barriers on firms involved in international trade.  The objectives are to compile a measure of origin of movement state export scope, create a measure of state export scope based on the location of the exporting agent relative to the state production scope, and conduct regression analysis relating export promotion, the information required to make an informed purchase, and both state export scopes relative to production scope.  This will improve the understanding of the export patterns of the United States.",True,,,,https://doi.org/10.1017/s0043887100008200,https://openalex.org/W2144289211,1999.0,Cambridge University Press,False,journal-article,Michael L. Ross,1927.0,Natural Resources and Economic Development,"Economics, Econometrics and Finance",2025-03-28T16:04:26.519658,0000-0001-8792-2734,Sandia National Laboratories,Albuquerque,NM,US,Step 2 Enriched Scraping + API,,,Step 2 Original_87
90,understanding the impact of trade on the u.s. economy,Boston,2005,2010.0,J Bradford Jensen,"Measuring foreign trade in the United States, who trades, how it is conducted, where it originates, where it goes, and its impact on the U.S. economy is an important mission of the U.S. Census Bureau. A principal objective of the project is to build on prior work by linking additional years of import and export transaction data to the Longitudinal Business Database (LBD) and enhancing the existing match of 1993 and 2000 data. The additional years to link are 1992, and 1994–1999 (with the hope of obtaining (and linking) additional years of data from the Foreign Trade Division). The links are made via the EIN information on the import and export transaction files to the Standard Statistical Establishment List files (SSEL) and for exports to Canada, the link is made via business name. We propose to investigate improved matching methodologies using enhanced statistical matching algorithms. 
With the additional linked data, the project proposes to examine a number of issues to increase the Census Bureau’s understanding of the quality of data collected in Title 13, Chapter 5 programs. The topical areas to be investigated include multinational corporation import and export pricing and valuation behavior, geographic and product market entry, the impact of trade on the domestic economy, and treatment of inventory in transit. The project requests the use of all economic census and survey data for the years 1963 through the most recent available (and future years as they become available), the SSEL files (including name and address information) for 1975-most recent available (and future years as they become available), the LBD for 1975-most recent available (and future years as they become available), the Foreign Trade Division import and export transaction data for 1992–2000 (and future years should they become available). The project will also make use of a number of publicly available datasets that the research team will provide. ",True,,,,https://doi.org/10.1177/106591299304600102,https://openalex.org/W2053577306,1993.0,SAGE Publishing,False,journal-article,William G Dixon,153.0,Global trade and economics,"Economics, Econometrics and Finance",2025-03-20T05:52:14.180412,0000-0002-7910-8529,,,,,Step 2 Enriched Scraping + API,,,Step 2 Original_90
91,do shocks abroad shift supply curves in the u.s.?,Philadelphia,2016,2021.0,Parag Mahajan,"This project aims to assess whether economic, political, and natural disaster shocks abroad promoted migration from developing countries to the United States (and its states and municipalities) from 1960 until the present. This work augments and develops preliminary work suggesting a link between hurricanes in Central America and the Caribbean and subsequent migration inflows to the U.S. from those regions. Establishing such a relationship requires reliable, year-by-year estimates of migration flows from foreign countries into the United States. Surveys that ask respondents for their country of birth and year of entry yield counts that are likely to be noisy and unreliable for use in empirical work. This project seeks to exploit the richness of the full-count Long Form Decennial Censuses from 1970, 1980, 1990, and 2000, along with the full-count ACS surveys from 1996-2013 (and 2014-2018, when available). Access to these data allows construction of precise, year-by-year counts of immigrants. Furthermore, since the Long Form Census responses will not be constrained by categories such as “Other Caribbean,” the data will also increase the country-by-year sample size, allowing for more precise regression estimates.",True,,,,https://doi.org/10.1163/2468-1733_shafr_sim280020213,https://openalex.org/W43800846,2017.0,,False,dataset,Milton Friedman,2727.0,Economic Theory and Policy,"Economics, Econometrics and Finance",2025-03-20T10:12:42.171808,,,,,,Step 2 Enriched Scraping + API,,,Step 2 Original_91
97,geographic variation in aca-related media messages and health insurance enrollment,Minnesota,2016,2020.0,Sarah Gollust,This project examines the relationship between media messages about the Affordable Care Act (ACA) and health insurance enrollment. The researchers first examine the associations between media market-level characteristics of broadcast media and the market-level socio-demographics of the populations plausibly exposed to those media in late 2013. They then examine the associations between the volume and tone of media messages about the ACA with changes in insurance enrollment from 2013 to 2014/2015. They do so by estimating individual-level models of insurance coverage on indicator variables for the post-ACA period interacted with the market-level variables and a host of state- and county-level controls. The study will contribute new understanding of an important health issue: the influence of news and advertising media on insurance enrollment during the implementation of the ACA.,True,,,,https://doi.org/10.1016/j.cppeds.2012.03.002,https://openalex.org/W1991041792,2012.0,Elsevier BV,False,journal-article,Victoria F. Keeton,203.0,Child and Adolescent Health,Health Professions,2025-03-30T13:35:10.598914,0000-0003-1162-7928,,,,,Step 2 Enriched Scraping + API,,,Step 2 Original_97
,unmarried opposite-sex couples living together more likely than married couples to both work,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,Age; Data Services; Families and Living Arrangements; Populaion; Sex,Project 1 Curated_100
,who manages the nation's airports?,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,GoC,Business and Economy; Government Finances; State and Local Government,Project 1 Curated_101
,how age and poverty level impact health insurance coverage,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,Age; Data Services; Health; Health Insurance; Income and Poverty; Population,Project 1 Curated_102
,health coverage for working-age adults rose in every state since 2013,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,ACS,Age; Data Services; Employment; Health Insurance,Project 1 Curated_103
,"nearly half of renter households are cost-burdened, proportions differ by race",,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,ACS,Income; Poverty; Health Insurance,Project 1 Curated_104
,trends in veteran disability status and service-connected disability: 2008-2022,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,ACS,Service-Connected Disability; Disability Rates,Project 1 Curated_105
,largest annual real increase in gross rental costs since 2011,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,ACS,Housing; Income; Population; Rental Housing,Project 1 Curated_106
,older adults and child poverty rates changed in many states in 2023,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,ACS,Age; Data Services; Income and Poverty,Project 1 Curated_107
,median household income increased in 2023 for first time since 2019,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,Data Services; Ethnicity; Families and Households; Hispanic Oringin; Income and Poverty; Race,Project 1 Curated_108
,homeward bound: more people moved back home at height of pandemic,,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,Age; Population; Migration,Project 1 Curated_109
,the evolution of tax policy from 2012 to 2021,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Department of Labor,regional economics; spatial analysis; geographic patterns; census data,Project 1 Curated_110
,estimating the effects of tax reform on health outcomes using machine learning,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Department of Labor,education; human capital; income mobility; demographic trends,Project 1 Curated_111
,analysis of business formation using irs data,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,BEA,economic analysis; business dynamics; microdata; fsrdc,Project 1 Curated_112
,income inequality across demographic groups: a comprehensive analysis,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,BEA,economic analysis; business dynamics; microdata; fsrdc,Project 1 Curated_113
,understanding business formation through the lens of irs data,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,BEA,taxation; irs; income distribution; fsrdc,Project 1 Curated_114
,estimating the effects of tax reform on wage growth using machine learning,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Census Bureau,economic analysis; business dynamics; microdata; fsrdc,Project 1 Curated_115
,economic mobility trends in the united states: a 9-year study,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,USDA,taxation; irs; income distribution; fsrdc,Project 1 Curated_116
,the evolution of housing affordability from 2013 to 2021,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,IRS,labor markets; employment; wages; census,Project 1 Curated_117
,analysis of education outcomes using longitudinal data,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,IRS,housing; mortgage markets; real estate; geographic analysis,Project 1 Curated_118
,the impact of education policy on economic growth: evidence from longitudinal,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,BEA,census data; administrative records; fsrdc; demographics,Project 1 Curated_119
,the intangible divide: why do so few firms invest in innovation?,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Boston University School of Law,intangibles; R&D; software; innovation; obsolescence;FSRDC,Project 1 Curated_120
,using administrative records to support the linkage of census data: protocol for building a longitudinal infrastructure of u.s. census records,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,University of Michigan Institute for Social Research,linkage; longitudinal; FSRDC;Census,Project 1 Curated_121
,how does data access shape science? the impact of federal statistical research data centers on economics research,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Haas School of Business University of California Berkeley, FSRDC; Big data,Project 1 Curated_122
,an in-depth examination of requirements for disclosure risk assessment,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,federal statistical system;data disclosure risk;Big data,Project 1 Curated_123
,food and agricultural industry locational determinants research: aggregation bias and size measurement in the agricultural support industry,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Michigan State University,administrative data;Census;FAI;farm services;locational choice,Project 1 Curated_124
,measurement error in us regionaleconomic data,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Texas A&M University,attenuation bias; cell suppression; industrial data; validation;FSRDC,Project 1 Curated_125
,disclosure avoidance and the 2020 census: what do researchers need to know?,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Cornell University,social science research;differential privacy;Census,Project 1 Curated_126
,plant-to-table(s and figures): processed manufacturing data and measured misallocation,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,New York University,Manufactures; Big data;Census,Project 1 Curated_127
,a machine learning approach to identifying postdocs in lehd data,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Stanford University,Machine Learning ;Big data,Project 1 Curated_128
,reproducibility and transparency versus privacy and confidentiality: reflections from a data editor,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Cornell University,Privacy;Big data;Consent;Economics,Project 1 Curated_129
,the intangible divide: why do so few firms invest in innovation?,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Boston University School of Law,"intangibles, R&D, software, innovation, obsolescence",Project 1 Curated_130
,using administrative records to support the linkage of census data: protocol for building a longitudinal infrastructure of u.s. census records,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,linkage; longitudinal; census,Project 1 Curated_131
,how does data access shape science? the impact of federal statistical research data centers on economics research,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,National Bureau of Economic Research,"data access, confidential microdata, economics research, policy relevance, spillover effects",Project 1 Curated_132
,a comprehensive demographic profile of the u.s. evicted population,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Princeton University,"eviction, demographics, racial disparities, children, housing instability",Project 1 Curated_133
,workplace segregation between college and non-college workers,,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Harvard University,educational segregation; workplace segregation; non-college workers; Longitudinal Employer-Household Dynamics; career impact,Project 1 Curated_134
,"disasters, capital, and productivity",,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Columbia University,natural disasters; capital reallocation; productivity; floods; technological upgrading,Project 1 Curated_135
,using containers for analysis validation at scale,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,National Bureau of Economic Research,synthetic data; verification server; confidential data; reproducibility; validation,Project 1 Curated_136
,an anatomy of u.s. establishments' trade linkages in global value chains,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,global value chains; manufacturing; exports; imports; establishment; microdata,Project 1 Curated_137
,workers' first jobs and long-term wage growth,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,RAND Corporation​,first jobs; wage growth; career progression; occupational choice; wage inequality,Project 1 Curated_138
,the importance of confidential microdata for economic research,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,National Bureau of Economic Research,confidential microdata; administrative data; data access; privacy protection; economic research,Project 1 Curated_139
,ai and economic forecasting,,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Federal Reserve,AI;Economic Modeling;Machine Learning,Project 1 Curated_140
,labor market trends in post-pandemic economy,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Bureau of Labor Statistics,Labor Market;Employment;FSRDC,Project 1 Curated_141
,data privacy in public health research,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,National Institute of Health,Privacy;Health Data;Census,Project 1 Curated_142
,urbanization and housing prices,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,HUD,Urbanization;Real Estate;Census,Project 1 Curated_143
,the role of startups in economic growth,,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,SBA,Startups;Innovation;Business Growth,Project 1 Curated_144
,income inequality and taxation policies,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,IRS,Taxation;Inequality;Income Distribution,Project 1 Curated_145
,climate change and economic adaptation,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,EPA,Climate;Economic Resilience;Census,Project 1 Curated_146
,supply chain disruptions in global trade,,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Department of Commerce,Supply Chain;Trade;Census Data,Project 1 Curated_147
,healthcare spending and demographic trends,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,CMS,Healthcare;Demographics;Census,Project 1 Curated_148
,the gig economy and worker well-being,,,,,,,,,,,,2025.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Department of Labor,Gig Economy;Employment;Wages,Project 1 Curated_149
,disparities in patient- and family-centered care among children with health conditions,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Agency for Healthcare Research and Quality (AHRQ),patient-centered care; family-centered care; pediatrics; quality of care; Medical Expenditure Panel Survey; National Health Interview Survey,Project 1 Curated_150
,the long-term effects of income for at-risk infants: evidence from supplemental security income,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Social Security Administration,SSI; infants; health; income,Project 1 Curated_151
,measuring the characteristics and employment dynamics of u.s. inventors,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,innovation; inventors; patents; employment dynamics; microdata,Project 1 Curated_152
,insurance-induced moral hazard: a dynamic model of within-year medical care decision making under uncertainty,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Agency for Healthcare Research and Quality (AHRQ),dynamic discrete choice; choice under uncertainty; risk aversion; health insurance; within-year decision making; health production,Project 1 Curated_153
,multinational firms in the u.s. economy: insights from newly integrated microdata,,,,,,,,,,,,2022.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau and U.S. Bureau of Economic Analysis (BEA),multinational firms; records matching; machine learning,Project 1 Curated_154
,assessing electronic health records for describing racial and ethnic health disparities: a research note,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,electronic health records; racial disparities; American Community Survey; data linkage,Project 1 Curated_155
,who values human capitalists' human capital? the earnings and labor supply of u.s. physicians,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau; Centers for Medicare & Medicaid Services; Internal Revenue Service; Social Security Administration,physician earnings; labor supply; healthcare policy; administrative tax records; linked data,Project 1 Curated_156
,who benefits from retirement saving incentives in the u.s.,,,,,,,,,,,,2024.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,Social Security Administration,retirement; savings; inequality; race,Project 1 Curated_157
,the direct and intergenerational effects of criminal history-based safety net bans in the u.s.,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,food stamps; labor supply; criminal behavior; childhood development,Project 1 Curated_158
,how does data access shape science? the impact of federal statistical research data centers on economics research,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,data access; scientific output; policy relevance; FSRDC network,Project 1 Curated_159
,firming up inequality,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau / IRS,inequality;firms;income;IRS data,Project 1 Curated_160
,the role of entrepreneurship in u.s. job creation and economic dynamism,,,,,,,,,,,,2009.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,entrepreneurship;job creation;economic dynamism;BDS,Project 1 Curated_161
,passenger rail and urban development,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,transportation;urban development;rail;economics,Project 1 Curated_162
,the disguised behavior of firms in tax data,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau / IRS,tax;firm behavior;IRS data;economics,Project 1 Curated_163
,the effects of research & development on regional growth in the u.s.,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,R&D;regional growth;innovation;productivity,Project 1 Curated_164
,"reallocation, firm turnover, and efficiency: selection on productivity or profitability?",,,,,,,,,,,,2008.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,firm turnover;efficiency;productivity;profitability,Project 1 Curated_165
,the china syndrome: local labor market effects of import competition in the u.s.,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,labor market;import competition;China;employment,Project 1 Curated_166
,who creates jobs? small vs. large vs. young firms,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,job creation;firm size;entrepreneurship;business dynamics,Project 1 Curated_167
,the lehd infrastructure files and the creation of the quarterly workforce indicators,,,,,,,,,,,,2006.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,LEHD;QWI;workforce indicators;microdata,Project 1 Curated_168
,identifying agglomeration spillovers: evidence from winners and losers of large plant openings,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,Step 2 Enriched Scraping + API,U.S. Census Bureau,agglomeration;economic spillovers;industry;plant openings,Project 1 Curated_169
